time,sample,out1_s16,out2_s16,out1_u14,out2_u14
1553000,773,-6078,6706,9711,6515
1555000,774,-9277,3455,10511,7328
1557000,775,-12382,170,11287,8149
1559000,776,-15363,-3118,12032,8971
1561000,777,-18189,-6374,12739,9785
1563000,778,-20831,-9566,13399,10583
1565000,779,-23263,-12661,14007,11357
1567000,780,-25460,-15629,14556,12099
1569000,781,-27401,-18439,15042,12801
1571000,782,-29065,-21063,15458,13457
1573000,783,-30436,-23474,15800,14060
1575000,784,-31500,-25649,16066,14604
1577000,785,-32246,-27565,16253,15083
1579000,786,-32667,-29203,16358,15492
1581000,787,-32759,-30546,16381,15828
1583000,788,-32520,-31582,16321,16087
1585000,789,-31953,-32298,16180,16266
1587000,790,-31064,-32689,15957,16364
1589000,791,-29861,-32751,15657,16379
1591000,792,-28357,-32481,15281,16312
1593000,793,-26567,-31885,14833,16163
1595000,794,-24509,-30966,14319,15933
1597000,795,-22204,-29736,13742,15625
1599000,796,-19675,-28205,13110,15243
1601000,797,-16948,-26390,12428,14789
1603000,798,-14049,-24308,11704,14268
1605000,799,-11009,-21982,10944,13687
1607000,800,-7858,-19433,10156,13050
1609000,801,-4628,-16689,9348,12364
1611000,802,-1350,-13776,8529,11635
1613000,803,1940,-10725,7706,10873
1615000,804,5212,-7565,6888,10083
1617000,805,8430,-4329,6084,9274
1619000,806,11564,-1049,5300,8454
1621000,807,14581,2241,4546,7631
1623000,808,17451,5509,3829,6814
1625000,809,20144,8721,3155,6011
1627000,810,22635,11845,2533,5230
1629000,811,24897,14850,1967,4479
1631000,812,26909,17705,1464,3765
1633000,813,28648,20381,1029,3096
1635000,814,30099,22852,667,2478
1637000,815,31246,25092,380,1918
1639000,816,32078,27080,172,1421
1641000,817,32587,28794,45,993
1643000,818,32767,30217,0,637
1645000,819,32616,31336,37,357
1647000,820,32136,32139,157,157
1649000,821,31332,32617,358,37
1651000,822,30212,32767,638,0
1653000,823,28788,32586,994,45
1655000,824,27073,32076,1423,172
1657000,825,25084,31243,1920,381
1659000,826,22843,30094,2481,668
1661000,827,20372,28642,3098,1031
1663000,828,17695,26901,3768,1466
1665000,829,14839,24889,4482,1969
1667000,830,11834,22626,5233,2535
1669000,831,8709,20135,6014,3158
1671000,832,5497,17440,6817,3831
1673000,833,2229,14569,7634,4549
1675000,834,-1062,11552,8457,5303
1677000,835,-4341,8418,9277,6087
1679000,836,-7577,5199,10086,6892
1681000,837,-10737,1928,10876,7709
1683000,838,-13788,-1363,11638,8532
1685000,839,-16700,-4640,12366,9351
1687000,840,-19444,-7870,13052,10159
1689000,841,-21991,-11021,13689,10947
1691000,842,-24317,-14061,14271,11707
1693000,843,-26397,-16959,14791,12431
1695000,844,-28211,-19685,15244,13113
1697000,845,-29741,-22214,15627,13745
1699000,846,-30970,-24518,15934,14321
1701000,847,-31888,-26575,16163,14835
1703000,848,-32483,-28363,16312,15282
1705000,849,-32751,-29866,16379,15658
1707000,850,-32689,-31068,16364,15958
1709000,851,-32296,-31956,16265,16180
1711000,852,-31578,-32521,16086,16322
1713000,853,-30542,-32759,15827,16381
1715000,854,-29197,-32666,15491,16358
1717000,855,-27558,-32244,15081,16252
1719000,856,-25641,-31497,14602,16066
1721000,857,-23466,-30431,14058,15799
1723000,858,-21053,-29059,13455,15456
1725000,859,-18428,-27394,12798,15040
1727000,860,-15618,-25452,12096,14554
1729000,861,-12650,-23254,11354,14005
1731000,862,-9554,-20821,10580,13397
1733000,863,-6362,-18178,9782,12736
1735000,864,-3105,-15352,8968,12029
1737000,865,182,-12371,8146,11284
1739000,866,3468,-9265,7324,10508
1741000,867,6719,-6066,6512,9708
1743000,868,9902,-2805,5716,8893
1745000,869,12985,484,4945,8070
1747000,870,15937,3768,4207,7249
1749000,871,18729,7014,3509,6438
1751000,872,21331,10189,2859,5644
1753000,873,23718,13261,2262,4876
1755000,874,25866,16200,1725,4141
1757000,875,27754,18975,1253,3448
1759000,876,29361,21559,851,2802
1761000,877,30672,23925,523,2210
1763000,878,31674,26051,273,1679
1765000,879,32356,27913,102,1213
1767000,880,32712,29494,13,818
1769000,881,32738,30777,7,497
1771000,882,32433,31750,83,254
1773000,883,31802,32402,241,91
1775000,884,30849,32728,479,9
1777000,885,29586,32723,795,11
1779000,886,28024,32389,1185,94
1781000,887,26180,31728,1646,259
1783000,888,24071,30746,2174,505
1785000,889,21719,29455,2762,828
1787000,890,19149,27867,3404,1225
1789000,891,16385,25997,4095,1692
1791000,892,13456,23865,4827,2225
1793000,893,10392,21493,5593,2818
1795000,894,7222,18903,6386,3466
1797000,895,3980,16123,7196,4161
1799000,896,697,13181,8017,4896
1801000,897,-2592,10105,8839,5665
1803000,898,-5856,6928,9655,6459
1805000,899,-9060,3680,10456,7271
1807000,900,-12173,396,11235,8092
1809000,901,-15163,-2893,11982,8915
1811000,902,-18000,-6152,12691,9729
1813000,903,-20656,-9349,13355,10529
1815000,904,-23103,-12452,13967,11304
1817000,905,-25317,-15430,14521,12049
1819000,906,-27276,-18251,15010,12754
1821000,907,-28960,-20889,15431,13414
1823000,908,-30351,-23316,15779,14020
1825000,909,-31437,-25508,16051,14568
1827000,910,-32205,-27442,16243,15052
1829000,911,-32649,-29100,16354,15466
1831000,912,-32763,-30464,16382,15807
1833000,913,-32547,-31521,16328,16072
1835000,914,-32002,-32260,16192,16256
1837000,915,-31135,-32673,15975,16360
1839000,916,-29953,-32757,15680,16381
1841000,917,-28470,-32510,15309,16319
1843000,918,-26699,-31936,14866,16175
1845000,919,-24659,-31039,14356,15951
1847000,920,-22370,-29830,13784,15649
1849000,921,-19856,-28319,13155,15271
1851000,922,-17141,-26523,12477,14822
1853000,923,-14253,-24459,11755,14306
1855000,924,-11222,-22149,10997,13729
1857000,925,-8077,-19615,10211,13095
1859000,926,-4851,-16883,9404,12412
1861000,927,-1576,-13981,8585,11687
1863000,928,1714,-10938,7763,10926
1865000,929,4988,-7785,6944,10138
1867000,930,8211,-4553,6139,9330
1869000,931,11352,-1275,5353,8510
1871000,932,14378,2016,4597,7687
1873000,933,17259,5286,3877,6870
1875000,934,19966,8503,3200,6066
1877000,935,22471,11634,2574,5283
1879000,936,24750,14648,2004,4529
1881000,937,26779,17514,1497,3813
1883000,938,28538,20204,1057,3140
1885000,939,30009,22690,689,2519
1887000,940,31178,24946,397,1955
1889000,941,32032,26952,183,1453
1891000,942,32562,28685,51,1020
1893000,943,32765,30129,0,659
1895000,944,32637,31269,32,374
1897000,945,32180,32094,146,168
1899000,946,31398,32595,342,43
1901000,947,30299,32767,617,0
1903000,948,28895,32609,968,39
1905000,949,27199,32121,1392,161
1907000,950,25229,31310,1884,364
1909000,951,23005,30183,2440,646
1911000,952,20548,28752,3054,1003
1913000,953,17884,27030,3720,1434
1915000,954,15040,25036,4431,1932
1917000,955,12044,22789,5180,2494
1919000,956,8927,20312,5960,3113
1921000,957,5719,17631,6762,3784
1923000,958,2454,14772,7578,4498
1925000,959,-836,11763,8400,5251
1927000,960,-4117,8636,9221,6032
1929000,961,-7357,5422,10031,6836
1931000,962,-10523,2154,10822,7653
1933000,963,-13582,-1137,11587,8476
1935000,964,-16505,-4416,12318,9295
1937000,965,-19261,-7651,13007,10104
1939000,966,-21823,-10808,13647,10893
1941000,967,-24164,-13856,14232,11655
1943000,968,-26262,-16765,14757,12383
1945000,969,-28095,-19504,15215,13067
1947000,970,-29645,-22047,15603,13703
1949000,971,-30896,-24367,15915,14283
1951000,972,-31835,-26442,16150,14802
1953000,973,-32453,-28249,16305,15254
1955000,974,-32743,-29772,16377,15634
1957000,975,-32703,-30995,16367,15940
1959000,976,-32334,-31905,16275,16168
1961000,977,-31638,-32493,16101,16315
1963000,978,-30623,-32753,15847,16380
1965000,979,-29299,-32683,15516,16362
1967000,980,-27680,-32284,15111,16262
1969000,981,-25781,-31558,14637,16081
1971000,982,-23623,-30514,14097,15820
1973000,983,-21226,-29163,13498,15482
1975000,984,-18615,-27517,12845,15071
1977000,985,-15816,-25594,12145,14590
1979000,986,-12858,-23413,11406,14045
1981000,987,-9770,-20995,10634,13440
1983000,988,-6583,-18366,9837,12783
1985000,989,-3331,-15551,9024,12079
1987000,990,-44,-12580,8202,11336
1989000,991,3243,-9482,7381,10562
1991000,992,6497,-6288,6567,9763
1993000,993,9686,-3030,5770,8949
1995000,994,12777,258,4997,8127
1997000,995,15739,3543,4257,7306
1999000,996,18543,6793,3556,6493
2001000,997,21159,9974,2902,5698
2003000,998,23562,13054,2301,4928
2005000,999,25727,16003,1760,4191
2007000,1000,27633,18790,1283,3494
2009000,1001,29260,21388,876,2844
2011000,1002,30592,23770,543,2249
2013000,1003,31615,25913,288,1713
2015000,1004,32319,27794,112,1243
2017000,1005,32698,29394,17,843
2019000,1006,32746,30698,5,517
2021000,1007,32465,31693,75,268
2023000,1008,31855,32368,228,99
2025000,1009,30925,32716,460,12
2027000,1010,29683,32734,771,8
2029000,1011,28141,32422,1156,86
2031000,1012,26315,31783,1613,246
2033000,1013,24224,30824,2135,485
2035000,1014,21888,29554,2719,803
2037000,1015,19332,27985,3358,1195
2039000,1016,16581,26134,4046,1658
2041000,1017,13662,24020,4776,2186
2043000,1018,10606,21663,5540,2776
2045000,1019,7443,19088,6331,3419
2047000,1020,4204,16320,7140,4111
2049000,1021,923,13388,7961,4844
2051000,1022,-2367,10320,8783,5611
2053000,1023,-5633,7149,9600,6404
2055000,1024,-8842,3905,10402,7215
2057000,1025,-11962,622,11182,8036
2059000,1026,-14962,-2667,11932,8858
2061000,1027,-17811,-5930,12644,9674
2063000,1028,-20480,-9132,13311,10474
2065000,1029,-22942,-12243,13927,11252
2067000,1030,-25173,-15230,14485,11999
2069000,1031,-27150,-18063,14979,12707
2071000,1032,-28853,-20714,15405,13370
2073000,1033,-30266,-23156,15758,13980
2075000,1034,-31372,-25365,16034,14533
2077000,1035,-32163,-27318,16232,15021
2079000,1036,-32629,-28995,16349,15440
2081000,1037,-32766,-30380,16383,15786
2083000,1038,-32572,-31458,16334,16056
2085000,1039,-32050,-32219,16204,16246
2087000,1040,-31205,-32655,15993,16355
2089000,1041,-30044,-32762,15702,16382
2091000,1042,-28581,-32538,15337,16326
2093000,1043,-26830,-31986,14899,16188
2095000,1044,-24807,-31111,14393,15969
2097000,1045,-22535,-29923,13825,15672
2099000,1046,-20035,-28432,13200,15299
2101000,1047,-17333,-26655,12525,14855
2103000,1048,-14457,-24609,11806,14344
2105000,1049,-11434,-22315,11050,13770
2107000,1050,-8296,-19796,10265,13140
2109000,1051,-5075,-17077,9460,12461
2111000,1052,-1802,-14186,8642,11738
2113000,1053,1489,-11151,7819,10979
2115000,1054,4764,-8004,7000,10192
2117000,1055,7992,-4777,6193,9386
2119000,1056,11139,-1501,5407,8567
2121000,1057,14174,1790,4648,7744
2123000,1058,17066,5063,3925,6926
2125000,1059,19786,8284,3245,6120
2127000,1060,22306,11423,2615,5336
2129000,1061,24601,14445,2041,4580
2131000,1062,26648,17323,1529,3861
2133000,1063,28426,20025,1085,3185
2135000,1064,29918,22526,712,2560
2137000,1065,31107,24799,415,1992
2139000,1066,31983,26822,196,1486
2141000,1067,32536,28575,57,1048
2143000,1068,32762,30039,1,682
2145000,1069,32656,31201,27,391
2147000,1070,32221,32047,136,180
2149000,1071,31462,32571,326,49
2151000,1072,30385,32766,595,0
2153000,1073,29001,32630,941,34
2155000,1074,27325,32165,1360,150
2157000,1075,25373,31376,1848,347
2159000,1076,23165,30270,2400,624
2161000,1077,20724,28859,3010,977
2163000,1078,18074,27157,3673,1402
2165000,1079,15241,25181,4381,1896
2167000,1080,12254,22951,5128,2454
2169000,1081,9144,20489,5905,3069
2171000,1082,5942,17821,6706,3736
2173000,1083,2680,14973,7521,4448
2175000,1084,-609,11974,8344,5198
2177000,1085,-3893,8854,9165,5978
2179000,1086,-7136,5645,9975,6780
2181000,1087,-10308,2379,10768,7597
2183000,1088,-13376,-911,11535,8419
2185000,1089,-16309,-4192,12269,9239
2187000,1090,-19078,-7430,12961,10049
2189000,1091,-21654,-10594,13605,10840
2191000,1092,-24011,-13651,14194,11604
2193000,1093,-26127,-16570,14723,12334
2195000,1094,-27978,-19322,15186,13022
2197000,1095,-29548,-21879,15578,13661
2199000,1096,-30820,-24215,15896,14245
2201000,1097,-31780,-26307,16136,14768
2203000,1098,-32421,-28134,16297,15225
2205000,1099,-32734,-29677,16375,15611
2207000,1100,-32717,-30921,16371,15922
2209000,1101,-32370,-31853,16284,16155
2211000,1102,-31696,-32463,16115,16307
2213000,1103,-30703,-32746,15867,16378
2215000,1104,-29400,-32699,15541,16366
2217000,1105,-27800,-32321,15141,16272
2219000,1106,-25920,-31618,14671,16096
2221000,1107,-23779,-30596,14136,15840
2223000,1108,-21398,-29265,13541,15508
2225000,1109,-18801,-27640,12892,15101
2227000,1110,-16014,-25735,12195,14625
2229000,1111,-13066,-23571,11458,14084
2231000,1112,-9986,-21168,10688,13483
2233000,1113,-6805,-18553,9893,12830
2235000,1114,-3555,-15750,9080,12129
2237000,1115,-270,-12789,8259,11389
2239000,1116,3018,-9698,7437,10616
2241000,1117,6275,-6510,6623,9819
2243000,1118,9470,-3255,5824,9005
2245000,1119,12568,31,5049,8184
2247000,1120,15540,3318,4306,7362
2249000,1121,18356,6571,3602,6549
2251000,1122,20986,9758,2945,5752
2253000,1123,23404,12846,2340,4980
2255000,1124,25586,15805,1795,4240
2257000,1125,27511,18605,1314,3540
2259000,1126,29157,21216,902,2887
2261000,1127,30510,23614,564,2288
2263000,1128,31555,25774,303,1748
2265000,1129,32281,27673,121,1273
2267000,1130,32682,29294,21,868
2269000,1131,32754,30619,3,537
2271000,1132,32495,31635,68,283
2273000,1133,31908,32332,214,108
2275000,1134,30999,32703,442,16
2277000,1135,29778,32744,747,5
2279000,1136,28256,32454,1127,78
2281000,1137,26449,31838,1579,232
2283000,1138,24376,30900,2097,466
2285000,1139,22056,29651,2677,779
2287000,1140,19514,28102,3313,1166
2289000,1141,16775,26270,3998,1624
2291000,1142,13868,24173,4724,2148
2293000,1143,10820,21832,5486,2733
2295000,1144,7663,19271,6276,3374
2297000,1145,4428,16516,7084,4062
2299000,1146,1150,13594,7904,4793
2301000,1147,-2141,10535,8727,5558
2303000,1148,-5410,7369,9544,6349
2305000,1149,-8624,4129,10347,7159
2307000,1150,-11752,848,11129,7979
2309000,1151,-14760,-2442,11881,8802
2311000,1152,-17620,-5707,12596,9618
2313000,1153,-20303,-8915,13267,10420
2315000,1154,-22780,-12033,13886,11200
2317000,1155,-25028,-15029,14448,11949
2319000,1156,-27023,-17874,14947,12660
2321000,1157,-28745,-20538,15378,13326
2323000,1158,-30178,-22996,15736,13940
2325000,1159,-31306,-25221,16018,14497
2327000,1160,-32119,-27192,16221,14989
2329000,1161,-32607,-28889,16343,15414
2331000,1162,-32767,-30294,16383,15765
2333000,1163,-32596,-31394,16340,16040
2335000,1164,-32096,-32177,16215,16236
2337000,1165,-31273,-32636,16010,16350
2339000,1166,-30134,-32765,15725,16383
2341000,1167,-28691,-32564,15364,16332
2343000,1168,-26959,-32034,14931,16200
2345000,1169,-24955,-31181,14430,15987
2347000,1170,-22699,-30014,13866,15695
2349000,1171,-20214,-28544,13245,15327
2351000,1172,-17525,-26786,12573,14888
2353000,1173,-14659,-24758,11856,14381
2355000,1174,-11646,-22480,11103,13811
2357000,1175,-8515,-19976,10320,13185
2359000,1176,-5298,-17269,9516,12509
2361000,1177,-2028,-14389,8698,11789
2363000,1178,1263,-11364,7876,11032
2365000,1179,4541,-8224,7056,10247
2367000,1180,7773,-5000,6248,9441
2369000,1181,10926,-1727,5460,8623
2371000,1182,13970,1564,4699,7800
2373000,1183,16873,4839,3973,6982
2375000,1184,19605,8065,3290,6175
2377000,1185,22140,11210,2656,5389
2379000,1186,24451,14242,2079,4631
2381000,1187,26516,17130,1562,3909
2383000,1188,28313,19846,1113,3230
2385000,1189,29825,22361,735,2601
2387000,1190,31035,24651,433,2029
2389000,1191,31933,26692,208,1518
2391000,1192,32509,28464,64,1075
2393000,1193,32757,29948,2,704
2395000,1194,32674,31131,23,409
2397000,1195,32262,31999,126,192
2399000,1196,31524,32545,310,55
2401000,1197,30468,32763,574,1
2403000,1198,29106,32650,915,29
2405000,1199,27449,32208,1329,139
2407000,1200,25516,31441,1812,331
2409000,1201,23325,30356,2360,602
2411000,1202,20899,28966,2967,950
2413000,1203,18262,27283,3626,1371
2415000,1204,15441,25325,4331,1860
2417000,1205,12464,23112,5075,2413
2419000,1206,9361,20666,5851,3025
2421000,1207,6164,18011,6650,3689
2423000,1208,2905,15174,7465,4398
2425000,1209,-383,12184,8287,5145
2427000,1210,-3668,9072,9108,5923
2429000,1211,-6915,5868,9920,6724
2431000,1212,-10093,2605,10715,7540
2433000,1213,-13169,-685,11484,8363
2435000,1214,-16113,-3967,12220,9183
2437000,1215,-18893,-7210,12915,9994
2439000,1216,-21483,-10380,13562,10786
2441000,1217,-23857,-13445,14156,11553
2443000,1218,-25989,-16374,14689,12285
2445000,1219,-27860,-19139,15156,12976
2447000,1220,-29450,-21710,15554,13619
2449000,1221,-30742,-24062,15877,14207
2451000,1222,-31725,-26172,16123,14734
2453000,1223,-32387,-28018,16288,15196
2455000,1224,-32723,-29581,16372,15587
2457000,1225,-32728,-30845,16373,15903
2459000,1226,-32404,-31799,16292,16141
2461000,1227,-31753,-32431,16130,16299
2463000,1228,-30781,-32737,15887,16376
2465000,1229,-29499,-32712,15566,16369
2467000,1230,-27919,-32358,15171,16281
2469000,1231,-26058,-31677,14706,16111
2471000,1232,-23934,-30676,14175,15860
2473000,1233,-21569,-29366,13584,15533
2475000,1234,-18985,-27760,12938,15131
2477000,1235,-16211,-25874,12244,14660
2479000,1236,-13273,-23727,11510,14123
2481000,1237,-10201,-21341,10742,13527
2483000,1238,-7026,-18739,9948,12876
2485000,1239,-3780,-15948,9136,12178
2487000,1240,-496,-12997,8315,11441
2489000,1241,2793,-9914,7493,10670
2491000,1242,6053,-6731,6678,9874
2493000,1243,9253,-3480,5878,9061
2495000,1244,12359,-195,5102,8240
2497000,1245,15341,3093,4356,7418
2499000,1246,18168,6349,3649,6604
2501000,1247,20811,9542,2989,5806
2503000,1248,23245,12638,2380,5032
2505000,1249,25444,15607,1830,4290
2507000,1250,27387,18418,1345,3587
2509000,1251,29053,21043,928,2931
2511000,1252,30427,23457,585,2327
2513000,1253,31493,25633,318,1783
2515000,1254,32242,27551,131,1304
2517000,1255,32665,29192,25,893
2519000,1256,32759,30537,2,557
2521000,1257,32523,31575,61,298
2523000,1258,31958,32294,202,118
2525000,1259,31072,32688,423,19
2527000,1260,29871,32751,724,4
2529000,1261,28370,32485,1099,70
2531000,1262,26582,31890,1546,219
2533000,1263,24526,30974,2060,448
2535000,1264,22223,29746,2636,755
2537000,1265,19695,28218,3268,1137
2539000,1266,16969,26405,3949,1590
2541000,1267,14072,24325,4673,2110
2543000,1268,11033,22000,5433,2691
2545000,1269,7882,19454,6221,3328
2547000,1270,4652,16711,7028,4014
2549000,1271,1376,13799,7847,4742
2551000,1272,-1915,10749,8670,5504
2553000,1273,-5187,7589,9488,6294
2555000,1274,-8406,4354,10293,7103
2557000,1275,-11540,1074,11076,7923
2559000,1276,-14558,-2216,11831,8745
2561000,1277,-17429,-5484,12549,9562
2563000,1278,-20125,-8697,13223,10366
2565000,1279,-22617,-11822,13846,11147
2567000,1280,-24881,-14828,14412,11898
2569000,1281,-26894,-17684,14915,12612
2571000,1282,-28636,-20362,15350,13282
2573000,1283,-30089,-22834,15714,13900
2575000,1284,-31239,-25076,16001,14460
2577000,1285,-32073,-27065,16210,14958
2579000,1286,-32584,-28782,16337,15387
2581000,1287,-32767,-30207,16383,15743
2583000,1288,-32618,-31329,16346,16024
2585000,1289,-32141,-32134,16227,16225
2587000,1290,-31340,-32615,16026,16345
2589000,1291,-30222,-32767,15747,16383
2591000,1292,-28800,-32588,15391,16338
2593000,1293,-27087,-32081,14963,16212
2595000,1294,-25101,-31250,14467,16004
2597000,1295,-22861,-30104,13907,15717
2599000,1296,-20391,-28655,13289,15355
2601000,1297,-17716,-26916,12620,14920
2603000,1298,-14861,-24906,11907,14418
2605000,1299,-11857,-22644,11156,13852
2607000,1300,-8733,-20154,10375,13230
2609000,1301,-5521,-17461,9572,12557
2611000,1302,-2254,-14592,8755,11839
2613000,1303,1037,-11575,7932,11085
2615000,1304,4316,-8442,7112,10302
2617000,1305,7553,-5224,6303,9497
2619000,1306,10713,-1953,5513,8680
2621000,1307,13765,1338,4750,7857
