TIME ms, IN1, OUT1
-0.864, -0.001537, -1.854745
-0.869, 0.047291, -1.871847
-0.874, 0.022877, -1.887815
-0.879, 0.071705, -1.90264
-0.884, 0.096119, -1.916311
-0.889, 0.047291, -1.928822
-0.894, 0.071705, -1.940163
-0.898, 0.071705, -1.95033
-0.903, 0.144947, -1.959314
-0.908, 0.022877, -1.967112
-0.913, 0.193775, -1.973718
-0.918, 0.096119, -1.979128
-0.923, 0.047291, -1.98334
-0.928, 0.071705, -1.98635
-0.933, 0.071705, -1.988157
-0.938, 0.022877, -1.988759
-0.942, -0.245678, -1.988157
-0.947, -0.099194, -1.98635
-0.952, -0.07478, -1.98334
-0.957, -0.758373, -1.979128
-0.962, -0.660717, -1.973718
-0.967, -0.294506, -1.967112
-0.972, 0.047291, -1.959314
-0.977, 0.144947, -1.950329
-0.981, 0.096119, -1.940163
-0.986, 0.096119, -1.928821
-0.991, 0.193775, -1.916311
-0.996, 0.193775, -1.90264
-1.001, 0.242603, -1.887815
-1.006, 0.218189, -1.871847
-1.011, 0.242603, -1.854744
-1.016, 0.291431, -1.836518
-1.021, 0.340259, -1.817178
-1.025, 0.315845, -1.796737
-1.03, 0.267017, -1.775207
-1.035, 0.291431, -1.752601
-1.04, 0.364674, -1.728933
-1.045, 0.340259, -1.704216
-1.05, 0.389088, -1.678466
-1.055, 0.364674, -1.651698
-1.06, 0.315845, -1.623928
-1.064, 0.364674, -1.595174
-1.069, 0.364674, -1.565452
-1.074, 0.340259, -1.53478
-1.079, 0.364674, -1.503176
-1.084, 0.364674, -1.470661
-1.089, 0.437916, -1.437253
-1.094, 0.315845, -1.402972
-1.099, 0.46233, -1.36784
-1.104, 0.46233, -1.331877
-1.108, 0.389088, -1.295104
-1.113, 0.46233, -1.257545
-1.118, 0.46233, -1.219222
-1.123, 0.46233, -1.180157
-1.128, 0.437916, -1.140375
-1.133, 0.364674, -1.099899
-1.138, 0.389088, -1.058754
-1.143, 0.46233, -1.016964
-1.147, 0.144947, -0.974555
-1.152, 0.169361, -0.931552
-1.157, 0.120533, -0.887981
-1.162, -0.489819, -0.843869
-1.167, 0.144947, -0.799241
-1.172, 0.340259, -0.754125
-1.177, 0.535572, -0.708549
-1.182, 0.535572, -0.662538
-1.187, 0.559986, -0.616122
-1.191, 0.559986, -0.569328
-1.196, 0.5844, -0.522184
-1.201, 0.633228, -0.474719
-1.206, 0.657642, -0.426961
-1.211, 0.535572, -0.378939
-1.216, 0.559986, -0.330682
-1.221, 0.682056, -0.282219
