TIME ms, IN1, OUT1
-1.372, 0.682056, 1.162858
-1.377, 0.70647, 1.20264
-1.382, 0.779713, 1.241705
-1.387, 0.755299, 1.280028
-1.392, 0.755299, 1.317587
-1.396, 0.755299, 1.354359
-1.401, 0.730884, 1.390323
-1.406, 0.755299, 1.425455
-1.411, 0.755299, 1.459736
-1.416, 0.682056, 1.493144
-1.421, 0.70647, 1.525659
-1.426, 0.779713, 1.557262
-1.431, 0.755299, 1.587934
-1.436, 0.730884, 1.617656
-1.44, 0.70647, 1.646411
-1.445, 0.730884, 1.674181
-1.45, 0.730884, 1.700948
-1.455, 0.682056, 1.726699
-1.46, 0.70647, 1.751415
-1.465, 0.730884, 1.775084
-1.47, 0.70647, 1.79769
-1.475, 0.730884, 1.81922
-1.479, 0.730884, 1.839661
-1.484, 0.657642, 1.859
-1.489, 0.682056, 1.877227
-1.494, 0.804127, 1.894329
-1.499, 0.682056, 1.910298
-1.504, 0.657642, 1.925122
-1.509, 0.657642, 1.938793
-1.514, 0.657642, 1.951304
-1.519, 0.657642, 1.962645
-1.523, 0.682056, 1.972812
-1.528, 0.682056, 1.981796
-1.533, 0.633228, 1.989594
-1.538, 0.608814, 1.9962
-1.543, 0.657642, 2.001611
-1.548, 0.657642, 2.005822
-1.553, 0.755299, 2.008832
-1.558, 0.657642, 2.010639
-1.563, 0.70647, 2.011241
-1.567, 0.682056, 2.010639
-1.572, 0.633228, 2.008832
-1.577, 0.682056, 2.005822
-1.582, 0.730884, 2.00161
-1.587, 0.70647, 1.9962
-1.592, 0.608814, 1.989594
-1.597, 0.70647, 1.981796
-1.602, 0.657642, 1.972811
-1.606, 0.682056, 1.962645
-1.611, 0.682056, 1.951303
-1.616, 0.633228, 1.938793
-1.621, 0.633228, 1.925122
-1.626, 0.633228, 1.910297
-1.631, 0.608814, 1.894329
-1.636, 0.608814, 1.877226
-1.641, 0.608814, 1.859
